Year,Week,SMN,SMT,VCI,TCI,VHI,Region
1982,1,0.059,258.24,51.11,48.78,49.95,10
1982,2,0.063,261.53,55.89,38.2,47.04,10
1982,3,0.063,263.45,57.3,32.69,44.99,10
1982,4,0.061,265.1,53.96,28.62,41.29,10
1982,5,0.058,266.42,46.87,28.57,37.72,10
1982,6,0.056,267.47,39.55,30.27,34.91,10
1982,7,0.055,268.58,35.19,31.1,33.14,10
1982,8,0.057,270.15,33.35,32.09,32.72,10
1982,9,0.057,271.6,30.82,34.71,32.77,10
1982,10,0.057,273.1,27.66,36.79,32.23,10
1982,11,0.063,275.28,26.28,34.48,30.38,10
1982,12,0.074,277.68,25.86,36.39,31.12,10
1982,13,0.085,279.65,22.76,40.53,31.65,10
1982,14,0.098,281.32,18.26,46.96,32.61,10
1982,15,0.107,282.33,11.26,59.73,35.49,10
1982,16,0.129,284.0,9.15,69.23,39.19,10
1982,17,0.161,286.23,10.63,71.64,41.14,10
1982,18,0.203,288.95,15.19,63.82,39.5,10
1982,19,0.252,291.41,20.85,53.29,37.07,10
1982,20,0.299,292.91,25.37,50.39,37.88,10
1982,21,0.337,293.36,27.36,54.62,40.99,10
1982,22,0.365,293.44,27.7,59.02,43.36,10
1982,23,0.382,293.2,25.81,64.8,45.31,10
1982,24,0.387,293.07,23.2,69.39,46.3,10
1982,25,0.391,293.01,24.85,72.85,48.85,10
1982,26,0.393,292.94,26.26,75.5,50.88,10
1982,27,0.395,293.2,29.3,74.36,51.83,10
1982,28,0.394,293.59,32.87,70.5,51.68,10
1982,29,0.398,294.27,41.28,61.94,51.61,10
1982,30,0.396,294.91,46.61,53.26,49.93,10
1982,31,0.388,295.31,44.7,47.31,46.0,10
1982,32,0.377,295.37,41.61,45.51,43.56,10
1982,33,0.37,295.42,40.74,41.66,41.2,10
1982,34,0.364,295.57,42.81,34.03,38.42,10
1982,35,0.356,295.18,48.36,30.07,39.22,10
1982,36,0.341,294.46,51.96,26.29,39.13,10
1982,37,0.319,293.44,50.58,23.92,37.25,10
1982,38,0.296,291.84,47.7,25.06,36.38,10
1982,39,0.27,289.87,43.68,28.31,35.99,10
1982,40,0.241,287.77,37.99,31.74,34.87,10
1982,41,0.213,286.01,33.2,26.73,29.96,10
1982,42,0.19,284.41,32.7,23.62,28.16,10
1982,43,0.165,282.63,32.42,22.36,27.39,10
1982,44,0.143,280.65,32.85,17.25,25.05,10
1982,45,0.116,278.11,29.59,18.01,23.8,10
1982,46,0.094,275.77,27.12,18.52,22.82,10
1982,47,0.078,273.4,28.51,20.32,24.41,10
1982,48,0.066,270.63,29.19,25.49,27.34,10
1982,49,0.057,268.48,29.21,27.86,28.53,10
1982,50,0.05,266.59,27.74,28.01,27.87,10
1982,51,0.048,264.57,31.33,28.33,29.83,10
1982,52,0.045,263.09,32.98,31.0,31.99,10
1983,1,0.044,262.64,33.09,32.41,32.75,10
1983,2,0.045,263.56,35.38,31.03,33.21,10
1983,3,0.048,265.07,40.56,27.15,33.85,10
1983,4,0.053,266.79,45.87,23.21,34.54,10
1983,5,0.055,267.6,44.16,25.26,34.71,10
1983,6,0.053,268.0,37.29,29.22,33.26,10
1983,7,0.055,269.29,35.21,29.52,32.36,10
1983,8,0.056,269.95,33.38,33.67,33.53,10
1983,9,0.059,270.51,32.43,39.45,35.94,10
1983,10,0.069,272.06,34.26,41.18,37.72,10
1983,11,0.079,273.5,34.58,41.42,38.0,10
1983,12,0.094,275.2,36.01,45.61,40.81,10
1983,13,0.115,277.61,37.83,48.46,43.15,10
1983,14,0.14,280.32,39.06,51.07,45.07,10
1983,15,0.175,283.67,43.08,49.66,46.37,10
1983,16,0.21,286.18,45.32,51.71,48.52,10
1983,17,0.248,288.5,47.46,51.46,49.46,10
1983,18,0.288,290.43,50.75,49.46,50.1,10
1983,19,0.325,291.82,51.59,49.06,50.33,10
1983,20,0.356,293.3,50.73,46.6,48.67,10
1983,21,0.378,293.81,46.66,50.15,48.4,10
1983,22,0.393,294.04,42.16,52.95,47.56,10
1983,23,0.402,294.16,37.41,54.99,46.2,10
1983,24,0.393,293.24,26.54,67.4,46.97,10
1983,25,0.384,292.87,20.18,74.35,47.27,10
1983,26,0.381,293.39,19.29,70.08,44.69,10
1983,27,0.375,293.33,17.16,72.8,44.98,10
1983,28,0.361,292.95,13.57,78.56,46.07,10
1983,29,0.348,292.55,12.27,83.99,48.13,10
1983,30,0.338,292.4,13.15,84.3,48.72,10
1983,31,0.342,292.62,18.02,80.51,49.26,10
1983,32,0.344,292.92,21.75,76.14,48.95,10
1983,33,0.346,293.59,25.19,65.37,45.28,10
1983,34,0.349,294.19,33.52,51.69,42.6,10
1983,35,0.352,294.75,45.89,35.5,40.69,10
1983,36,0.342,294.42,52.23,27.45,39.84,10
1983,37,0.322,293.12,51.88,27.61,39.75,10
1983,38,0.301,291.76,50.34,25.99,38.16,10
1983,39,0.282,290.23,50.08,24.91,37.49,10
1983,40,0.254,288.28,44.78,26.14,35.46,10
1983,41,0.217,285.82,35.53,28.85,32.19,10
1983,42,0.182,283.27,27.9,35.88,31.89,10
1983,43,0.151,280.95,23.97,37.71,30.84,10
1983,44,0.127,278.03,22.87,38.16,30.52,10
1983,45,0.105,274.94,21.64,39.29,30.46,10
1983,46,0.083,272.06,19.31,39.67,29.49,10
1983,47,0.068,269.81,20.31,38.17,29.24,10
1983,48,0.058,268.56,22.39,34.82,28.6,10
1983,49,0.049,267.38,21.62,32.57,27.1,10
1983,50,0.043,266.47,20.27,28.49,24.38,10
1983,51,0.04,265.56,21.95,24.14,23.05,10
1983,52,0.041,264.97,27.55,23.57,25.56,10
1984,1,0.042,264.39,31.26,25.67,28.47,10
1984,2,0.04,262.71,29.9,33.88,31.89,10
1984,3,0.037,260.81,29.34,42.42,35.88,10
1984,4,0.034,259.49,27.3,48.2,37.75,10
1984,5,0.031,258.36,23.05,55.08,39.06,10
1984,6,0.029,257.4,18.86,62.23,40.54,10
1984,7,0.029,256.74,17.0,69.06,43.03,10
1984,8,0.029,257.03,15.8,75.86,45.83,10
1984,9,0.029,258.47,14.79,80.3,47.54,10
1984,10,0.032,260.47,13.49,80.57,47.03,10
1984,11,0.04,263.93,13.86,74.85,44.36,10
1984,12,0.053,268.55,14.94,69.22,42.08,10
1984,13,0.07,273.7,14.95,63.47,39.21,10
1984,14,0.093,278.49,15.72,59.66,37.69,10
1984,15,0.12,282.25,17.2,58.04,37.62,10
1984,16,0.151,285.56,19.28,55.87,37.57,10
1984,17,0.187,288.38,21.76,51.91,36.84,10
1984,18,0.23,290.23,26.95,50.8,38.88,10
1984,19,0.272,291.36,29.57,53.08,41.33,10
1984,20,0.31,291.77,30.66,60.86,45.76,10
1984,21,0.345,291.96,31.77,68.21,49.99,10
1984,22,0.37,291.69,31.01,75.93,53.47,10
1984,23,0.388,291.05,30.22,85.67,57.94,10
1984,24,0.407,291.12,36.06,89.68,62.87,10
1984,25,0.42,291.43,43.16,90.55,66.86,10
1984,26,0.422,291.42,45.49,93.11,69.3,10
1984,27,0.422,291.64,46.73,93.11,69.92,10
1984,28,0.42,292.1,50.44,89.68,70.06,10
1984,29,0.416,292.7,53.33,83.19,68.26,10
1984,30,0.402,293.09,50.0,76.82,63.41,10
1984,31,0.382,293.09,41.0,75.32,58.16,10
1984,32,0.365,292.94,33.65,75.93,54.79,10
1984,33,0.349,292.59,27.43,77.69,52.56,10
1984,34,0.336,292.42,25.18,73.06,49.12,10
1984,35,0.312,291.65,22.58,69.57,46.07,10
1984,36,0.286,290.59,21.81,63.65,42.73,10
1984,37,0.262,289.55,21.12,58.57,39.85,10
1984,38,0.235,288.01,17.14,59.71,38.43,10
1984,39,0.21,286.13,13.07,65.13,39.1,10
1984,40,0.19,284.37,10.97,68.66,39.82,10
1984,41,0.174,281.85,12.04,74.0,43.02,10
1984,42,0.16,279.95,15.81,71.83,43.82,10
1984,43,0.139,277.9,17.22,65.93,41.58,10
1984,44,0.116,274.85,16.2,63.78,39.99,10
1984,45,0.099,269.65,17.84,74.76,46.3,10
1984,46,0.085,265.33,20.71,77.51,49.11,10
1984,47,0.077,262.5,27.45,74.23,50.84,10
1984,48,0.074,260.62,36.14,70.41,53.27,10
1984,49,0.071,261.93,41.33,56.3,48.81,10
1985,9,0.037,258.92,18.2,75.81,47.01,10
1985,10,0.036,257.68,15.64,84.56,50.1,10
1985,11,0.041,261.01,14.63,80.47,47.55,10
1985,12,0.053,265.68,14.59,76.78,45.69,10
1985,13,0.072,272.48,15.73,68.11,41.92,10
1985,14,0.099,279.08,18.53,57.4,37.96,10
1985,15,0.133,284.65,23.3,43.37,33.33,10
1985,16,0.173,288.58,28.55,33.22,30.89,10
1985,17,0.213,291.22,32.54,27.76,30.15,10
1985,18,0.25,292.85,34.63,27.32,30.98,10
1985,19,0.289,294.18,36.21,27.32,31.77,10
1985,20,0.322,295.14,35.5,29.2,32.35,10
1985,21,0.348,294.66,32.62,41.9,37.26,10
1985,22,0.37,294.36,30.2,49.83,40.02,10
1985,23,0.384,293.95,27.61,57.27,42.44,10
1985,24,0.391,292.89,25.92,71.21,48.56,10
1985,25,0.396,292.55,28.58,77.87,53.22,10
1985,26,0.401,292.72,31.77,77.91,54.84,10
1985,27,0.406,293.09,36.37,75.63,56.0,10
1985,28,0.406,293.6,40.94,70.23,55.58,10
1985,29,0.406,294.35,46.45,60.55,53.5,10
1985,30,0.404,295.15,51.28,49.86,50.57,10
1985,31,0.401,296.15,52.59,36.3,44.44,10
1985,32,0.397,296.81,54.04,26.58,40.31,10
1985,33,0.388,296.96,52.25,21.42,36.84,10
1985,34,0.372,296.72,48.21,19.67,33.94,10
1985,35,0.352,296.02,46.57,20.63,33.6,10
1985,36,0.331,294.57,46.33,25.47,35.9,10
1985,37,0.307,292.62,44.35,31.63,37.99,10
1985,38,0.284,290.8,41.69,34.73,38.21,10
1985,39,0.261,288.66,38.88,40.47,39.67,10
1985,40,0.23,286.24,31.89,48.84,40.36,10
1985,41,0.193,283.39,22.05,56.93,39.49,10
1985,42,0.159,280.59,15.18,64.97,40.07,10
1985,43,0.133,278.1,13.52,64.07,38.79,10
1985,44,0.111,275.42,13.2,59.02,36.11,10
1985,45,0.087,271.91,10.76,59.73,35.25,10
1985,46,0.064,267.35,6.52,66.46,36.49,10
1985,47,0.044,263.65,2.49,68.73,35.61,10
1985,48,0.033,259.93,1.27,73.23,37.25,10
1985,49,0.028,256.63,1.46,77.86,39.66,10
1985,50,0.026,253.3,2.41,82.43,42.42,10
1985,51,0.026,251.16,6.1,82.35,44.23,10
1985,52,0.025,249.76,10.35,82.39,46.37,10
1986,1,0.025,249.14,12.35,82.64,47.49,10
1986,2,0.026,250.0,14.87,80.43,47.65,10
1986,3,0.025,251.35,17.0,75.9,46.45,10
1986,4,0.024,252.79,17.58,70.41,44.0,10
1986,5,0.024,253.35,16.6,70.29,43.45,10
1986,6,0.023,254.31,14.18,71.17,42.67,10
1986,7,0.023,256.16,12.75,70.4,41.57,10
1986,8,0.024,259.01,12.61,69.03,40.82,10
1986,9,0.026,261.72,13.25,68.88,41.07,10
1986,10,0.032,264.95,13.78,64.86,39.32,10
1986,11,0.045,268.72,16.5,57.51,37.01,10
1986,12,0.063,273.76,19.75,50.22,34.98,10
1986,13,0.086,279.19,23.25,41.69,32.47,10
1986,14,0.121,283.64,29.68,33.78,31.73,10
1986,15,0.161,287.91,36.3,21.61,28.95,10
1986,16,0.202,290.79,41.81,15.74,28.77,10
1986,17,0.252,292.96,49.35,12.19,30.77,10
1986,18,0.308,294.85,59.01,8.48,33.74,10
1986,19,0.351,296.24,62.57,7.8,35.19,10
1986,20,0.384,297.44,63.27,7.22,35.24,10
1986,21,0.406,297.87,60.71,10.09,35.4,10
1986,22,0.422,297.86,57.53,15.11,36.32,10
1986,23,0.431,297.97,54.58,16.9,35.74,10
1986,24,0.432,297.65,50.43,19.92,35.18,10
1986,25,0.427,297.36,46.6,22.14,34.37,10
1986,26,0.417,296.9,40.77,27.41,34.09,10
1986,27,0.407,296.44,36.25,33.9,35.08,10
1986,28,0.39,296.09,30.84,37.81,34.33,10
1986,29,0.37,295.76,24.97,42.12,33.54,10
1986,30,0.357,295.65,23.58,43.81,33.69,10
1986,31,0.351,295.72,23.09,42.31,32.7,10
1986,32,0.347,295.33,22.98,46.29,34.63,10
1986,33,0.342,295.11,22.71,45.9,34.31,10
1986,34,0.333,294.51,23.46,47.65,35.56,10
1986,35,0.324,293.88,28.82,45.22,37.02,10
1986,36,0.313,293.02,35.85,40.74,38.3,10
1986,37,0.298,291.58,38.93,41.06,39.99,10
1986,38,0.28,290.15,39.27,40.8,40.04,10
1986,39,0.261,288.55,38.92,41.67,40.3,10
1986,40,0.239,286.85,36.9,42.02,39.46,10
1986,41,0.21,284.98,31.46,38.77,35.11,10
1986,42,0.18,283.21,26.72,36.93,31.83,10
1986,43,0.148,280.4,22.1,43.09,32.6,10
1986,44,0.114,277.16,15.43,45.51,30.47,10
1986,45,0.086,274.97,9.9,39.31,24.6,10
1986,46,0.065,272.55,6.72,36.99,21.86,10
1986,47,0.051,269.84,7.49,38.18,22.84,10
1986,48,0.043,266.92,9.73,42.35,26.04,10
1986,49,0.039,263.13,11.62,50.95,31.28,10
1986,50,0.037,259.56,14.46,57.23,35.85,10
1986,51,0.035,256.55,17.6,60.9,39.25,10
1986,52,0.034,253.75,20.51,67.13,43.82,10
1987,1,0.032,251.48,20.5,74.02,47.26,10
1987,2,0.031,250.28,20.36,79.81,50.09,10
1987,3,0.031,250.61,22.88,79.39,51.14,10
1987,4,0.028,250.79,21.31,78.19,49.75,10
1987,5,0.024,251.51,16.92,77.13,47.02,10
1987,6,0.023,252.73,14.29,76.98,45.64,10
1987,7,0.023,254.25,13.06,77.25,45.16,10
1987,8,0.025,256.36,13.68,78.38,46.03,10
1987,9,0.028,257.98,14.08,82.33,48.2,10
1987,10,0.029,259.26,12.26,84.99,48.62,10
1987,11,0.033,261.3,10.17,84.5,47.34,10
1987,12,0.041,264.64,8.35,83.72,46.04,10
1987,13,0.053,268.19,6.18,85.77,45.97,10
1987,14,0.071,272.78,5.17,88.24,46.7,10
1987,15,0.092,276.98,4.18,91.55,47.87,10
1987,16,0.117,280.97,3.99,90.74,47.36,10
1987,17,0.146,284.66,4.32,84.34,44.33,10
1987,18,0.173,286.91,3.37,81.45,42.41,10
1987,19,0.21,288.23,3.96,82.26,43.11,10
1987,20,0.25,289.88,4.7,78.63,41.67,10
1987,21,0.291,291.59,6.85,71.69,39.27,10
1987,22,0.333,292.66,11.47,66.4,38.93,10
1987,23,0.37,293.46,19.52,62.18,40.85,10
1987,24,0.405,294.5,33.62,53.85,43.73,10
1987,25,0.433,295.35,50.22,45.35,47.79,10
1987,26,0.447,295.58,59.28,43.31,51.29,10
1987,27,0.451,295.95,64.12,39.96,52.04,10
1987,28,0.444,295.71,64.93,42.69,53.81,10
1987,29,0.427,295.42,59.94,46.68,53.31,10
1987,30,0.408,295.08,53.91,51.24,52.57,10
1987,31,0.393,294.02,48.19,63.85,56.02,10
1987,32,0.389,293.34,48.96,71.39,60.17,10
1987,33,0.389,292.76,52.71,76.22,64.46,10
1987,34,0.385,292.23,56.48,76.18,66.33,10
1987,35,0.375,291.66,59.74,70.47,65.1,10
1987,36,0.366,290.96,65.58,60.74,63.16,10
1987,37,0.354,290.18,68.59,53.41,61.0,10
1987,38,0.33,288.75,64.9,53.22,59.06,10
1987,39,0.297,287.09,57.59,55.62,56.6,10
1987,40,0.264,285.36,50.45,57.6,54.02,10
1987,41,0.233,283.28,44.89,57.67,51.28,10
1987,42,0.198,280.99,37.59,60.54,49.06,10
1987,43,0.084,264.51,70.29,28.31,49.3,10
1987,44,0.13,274.57,25.31,66.26,45.79,10
1987,45,0.097,270.97,16.76,65.92,41.34,10
1987,46,0.073,268.08,12.91,62.26,37.59,10
1987,47,0.058,265.95,13.3,57.54,35.42,10
1987,48,0.047,265.12,13.23,50.54,31.89,10
1987,49,0.043,264.77,15.66,44.07,29.87,10
1987,50,0.041,264.35,18.43,37.5,27.96,10
1987,51,0.04,263.48,21.85,32.56,27.21,10
1987,52,0.041,262.94,27.71,31.21,29.46,10
1988,1,0.044,262.74,33.18,31.45,32.32,10
1988,2,0.045,262.03,35.61,36.0,35.81,10
1988,3,0.046,261.52,38.69,39.3,38.99,10
1988,4,0.046,260.36,39.69,44.44,42.06,10
1988,5,0.046,259.68,36.69,49.79,43.24,10
1988,6,0.045,258.95,31.37,56.4,43.88,10
1988,7,0.044,257.8,28.08,64.57,46.32,10
1988,8,0.045,257.12,26.45,74.11,50.28,10
1988,9,0.047,257.8,25.34,80.33,52.83,10
1988,10,0.05,259.75,23.83,80.62,52.23,10
1988,11,0.057,263.03,23.16,76.17,49.67,10
1988,12,0.066,267.5,21.55,72.05,46.8,10
1988,13,0.079,272.56,19.36,67.87,43.62,10
1988,14,0.101,277.44,19.6,65.43,42.51,10
1988,15,0.128,280.72,20.87,68.88,44.87,10
1988,16,0.16,283.45,22.74,72.69,47.72,10
1988,17,0.193,285.37,23.98,78.12,51.05,10
1988,18,0.226,287.29,24.8,77.67,51.24,10
1988,19,0.258,289.17,23.87,73.41,48.64,10
1988,20,0.292,290.41,22.9,73.47,48.18,10
1988,21,0.321,291.0,20.95,76.94,48.94,10
1988,22,0.342,291.17,17.65,80.13,48.89,10
1988,23,0.362,291.51,17.26,80.66,48.96,10
1988,24,0.382,292.15,22.17,78.49,50.33,10
1988,25,0.393,292.49,27.52,78.0,52.76,10
1988,26,0.404,293.09,33.98,73.42,53.7,10
1988,27,0.418,293.87,43.77,66.0,54.88,10
1988,28,0.429,294.49,55.87,58.7,57.28,10
1988,29,0.434,294.93,64.53,52.93,58.73,10
1988,30,0.43,294.97,67.25,52.29,59.77,10
1988,31,0.422,294.67,65.89,55.41,60.65,10
1988,32,0.416,294.8,65.68,52.67,59.18,10
1988,33,0.406,294.74,64.16,50.33,57.24,10
1988,34,0.386,293.82,56.95,56.21,56.58,10
1988,35,0.361,292.75,51.69,58.05,54.87,10
1988,36,0.335,291.58,48.49,54.85,51.67,10
1988,37,0.311,290.36,45.81,51.98,48.9,10
1988,38,0.285,288.87,42.22,52.1,47.16,10
1988,39,0.269,287.53,43.27,51.05,47.16,10
1988,40,0.259,286.41,47.7,46.0,46.85,10
1988,41,0.25,283.77,54.1,52.15,53.13,10
1988,42,0.229,281.37,55.01,56.66,55.83,10
1988,43,0.202,278.32,53.72,62.32,58.02,10
1988,44,0.17,275.28,49.36,60.66,55.01,10
1988,45,0.139,272.55,43.89,55.61,49.75,10
1988,46,0.111,270.17,38.66,50.58,44.62,10
1988,47,0.086,267.52,34.84,49.69,42.27,10
1988,48,0.071,265.28,33.54,49.48,41.51,10
1988,49,0.06,263.28,31.8,49.9,40.85,10
1988,50,0.049,262.5,26.49,44.85,35.67,10
1988,51,0.047,263.28,30.23,33.74,31.99,10
1988,52,0.048,264.72,35.61,25.01,30.31,10
1989,1,0.046,266.65,35.41,17.62,26.51,10
1989,2,0.048,268.69,38.68,12.14,25.41,10
1989,3,0.05,270.57,43.05,7.29,25.17,10
1989,4,0.054,272.48,46.74,4.07,25.41,10
1989,5,0.061,274.06,49.13,4.54,26.84,10
1989,6,0.069,275.33,49.47,5.99,27.73,10
1989,7,0.076,276.75,49.86,5.71,27.78,10
1989,8,0.084,278.4,51.08,5.82,28.45,10
1989,9,0.092,280.06,52.06,6.78,29.42,10
1989,10,0.102,281.16,53.06,9.69,31.38,10
1989,11,0.119,282.86,55.87,8.23,32.05,10
1989,12,0.144,284.96,62.13,10.24,36.18,10
1989,13,0.171,286.59,65.92,12.65,39.28,10
1989,14,0.196,288.05,66.85,12.21,39.53,10
1989,15,0.221,289.31,64.61,13.96,39.29,10
1989,16,0.249,290.34,62.1,20.2,41.15,10
1989,17,0.279,290.93,60.92,30.06,45.49,10
1989,18,0.319,291.65,63.38,37.81,50.59,10
1989,19,0.357,292.35,65.18,43.9,54.54,10
1989,20,0.384,292.61,63.55,52.97,58.26,10
1989,21,0.402,293.01,58.96,57.95,58.45,10
1989,22,0.409,292.93,51.07,63.9,57.48,10
1989,23,0.411,292.4,43.16,72.69,57.92,10
1989,24,0.418,292.75,42.45,72.73,57.59,10
1989,25,0.427,293.19,46.96,70.71,58.83,10
1989,26,0.442,293.76,56.63,65.58,61.1,10
1989,27,0.443,294.1,59.14,63.11,61.13,10
1989,28,0.427,293.97,54.28,65.43,59.85,10
1989,29,0.402,293.49,44.59,72.12,58.35,10
1989,30,0.382,293.2,38.02,75.1,56.56,10
1989,31,0.372,293.42,35.79,71.13,53.46,10
1989,32,0.364,293.59,33.9,68.0,50.95,10
1989,33,0.353,292.97,30.09,73.18,51.63,10
1989,34,0.347,292.34,32.18,74.49,53.33,10
1989,35,0.341,291.7,39.45,69.88,54.67,10
1989,36,0.331,291.11,46.1,59.42,52.76,10
1989,37,0.316,290.7,48.38,48.91,48.64,10
1989,38,0.296,289.48,47.67,46.32,47.0,10
1989,39,0.287,288.71,52.26,39.28,45.77,10
1989,40,0.268,287.92,52.43,29.66,41.04,10
1989,41,0.239,286.06,48.04,25.85,36.94,10
1989,42,0.214,283.88,46.24,29.14,37.69,10
1989,43,0.195,282.0,49.59,28.19,38.89,10
1989,44,0.173,279.86,51.53,23.43,37.48,10
1989,45,0.14,276.95,44.94,25.79,35.37,10
1989,46,0.106,273.06,35.31,34.0,34.66,10
1989,47,0.086,270.15,34.38,36.56,35.47,10
1989,48,0.074,268.63,36.58,34.36,35.47,10
1989,49,0.068,267.76,40.97,30.69,35.83,10
1989,50,0.064,266.72,43.38,27.36,35.37,10
1989,51,0.062,266.57,48.28,20.3,34.29,10
1989,52,0.072,268.63,64.22,9.65,36.94,10
1990,1,0.08,270.32,73.82,3.56,38.69,10
1990,2,0.085,271.5,78.61,1.46,40.03,10
1990,3,0.089,272.22,82.76,1.01,41.88,10
1990,4,0.096,273.42,87.6,0.25,43.92,10
1990,5,0.106,275.31,88.48,0.04,44.26,10
1990,6,0.117,277.16,85.93,0.02,42.97,10
1990,7,0.126,278.46,84.65,0.06,42.36,10
1990,8,0.137,280.03,84.36,0.1,42.23,10
1990,9,0.147,281.87,84.08,0.18,42.13,10
1990,10,0.291,286.36,51.63,86.53,69.08,10
1990,11,0.178,284.97,87.28,0.47,43.87,10
1990,12,0.198,287.64,89.95,0.09,45.02,10
1990,13,0.217,289.58,89.11,0.12,44.61,10
1990,14,0.233,290.08,84.44,1.27,42.86,10
1990,15,0.249,289.95,77.43,9.03,43.23,10
1990,16,0.27,289.68,71.29,25.14,48.22,10
1990,17,0.302,290.1,70.54,37.97,54.25,10
1990,18,0.338,291.04,70.94,44.28,57.61,10
1990,19,0.367,291.75,68.56,50.04,59.3,10
1990,20,0.388,292.05,64.29,58.59,61.44,10
1990,21,0.4,292.01,57.32,67.76,62.54,10
1990,22,0.404,291.96,48.08,73.25,60.66,10
1990,23,0.405,292.12,40.0,75.68,57.84,10
1990,24,0.412,292.79,38.4,72.68,55.54,10
1990,25,0.417,293.91,40.99,62.47,51.73,10
1990,26,0.416,294.48,41.03,56.68,48.85,10
1990,27,0.409,294.64,38.72,56.41,47.57,10
1990,28,0.406,294.83,41.12,54.36,47.74,10
1990,29,0.399,295.14,42.44,50.52,46.48,10
1990,30,0.392,295.59,43.88,44.46,44.17,10
1990,31,0.383,296.13,42.33,36.66,39.5,10
1990,32,0.372,296.48,38.31,31.26,34.78,10
1990,33,0.36,296.3,34.39,30.26,32.32,10
1990,34,0.34,295.34,27.88,37.24,32.56,10
1990,35,0.314,293.99,23.47,43.81,33.64,10
1990,36,0.288,292.35,22.42,46.59,34.51,10
1990,37,0.266,291.17,22.78,44.12,33.45,10
1990,38,0.25,290.26,23.96,39.68,31.82,10
1990,39,0.234,289.29,25.05,34.55,29.8,10
1990,40,0.217,288.0,24.92,29.62,27.27,10
1990,41,0.202,286.69,26.88,19.01,22.95,10
1990,42,0.175,284.94,23.87,17.94,20.9,10
1990,43,0.144,281.87,19.96,29.42,24.69,10
1990,44,0.116,278.84,16.14,31.95,24.05,10
1990,45,0.09,276.41,12.26,29.65,20.96,10
1990,46,0.074,273.94,12.9,29.11,21.01,10
1990,47,0.063,271.65,15.87,29.14,22.51,10
1990,48,0.053,269.79,17.7,29.26,23.48,10
1990,49,0.044,267.89,15.31,30.22,22.77,10
1990,50,0.04,267.04,16.03,25.97,21.0,10
1990,51,0.04,266.61,21.35,20.05,20.7,10
1990,52,0.042,266.28,27.64,18.74,23.19,10
1991,1,0.047,265.9,35.02,20.15,27.59,10
1991,2,0.05,265.67,40.58,22.96,31.77,10
1991,3,0.052,265.09,44.33,26.7,35.51,10
1991,4,0.049,262.95,41.78,36.31,39.04,10
1991,5,0.044,261.71,34.74,44.31,39.52,10
1991,6,0.04,261.74,27.53,48.74,38.14,10
1991,7,0.038,262.38,23.39,51.37,37.38,10
1991,8,0.038,263.79,21.91,53.87,37.89,10
1991,9,0.039,265.21,20.45,57.62,39.04,10
1991,10,0.04,267.56,18.1,56.76,37.43,10
1991,11,0.048,271.26,18.02,49.58,33.8,10
1991,12,0.061,275.42,18.93,45.15,32.04,10
1991,13,0.073,278.58,16.51,45.12,30.82,10
1991,14,0.085,280.68,11.84,50.18,31.01,10
1991,15,0.104,282.64,9.67,57.29,33.48,10
1991,16,0.127,284.38,8.3,66.08,37.19,10
1991,17,0.156,285.27,8.31,79.4,43.86,10
1991,18,0.196,286.44,12.59,85.6,49.1,10
1991,19,0.236,287.56,14.95,87.98,51.47,10
1991,20,0.276,288.43,16.34,91.97,54.15,10
1991,21,0.312,289.22,16.75,94.29,55.52,10
1991,22,0.347,289.92,19.61,92.69,56.15,10
1991,23,0.383,291.16,27.96,84.87,56.42,10
1991,24,0.418,293.18,42.2,68.02,55.11,10
1991,25,0.446,294.73,58.65,52.46,55.56,10
1991,26,0.461,295.5,68.44,43.92,56.18,10
1991,27,0.458,295.21,68.48,48.93,58.7,10
1991,28,0.449,294.9,68.03,53.08,60.56,10
1991,29,0.434,294.69,64.59,56.03,60.31,10
1991,30,0.426,294.69,64.42,55.93,60.17,10
1991,31,0.416,294.6,61.97,56.22,59.1,10
1991,32,0.404,294.31,58.63,58.76,58.69,10
1991,33,0.396,293.97,57.75,60.17,58.96,10
1991,34,0.392,293.8,61.19,56.19,58.69,10
1991,35,0.383,293.39,64.79,50.61,57.7,10
1991,36,0.367,292.46,66.6,46.44,56.52,10
1991,37,0.355,291.61,69.54,40.93,55.23,10
1991,38,0.348,291.23,74.64,30.64,52.64,10
1991,39,0.332,290.24,75.99,24.36,50.17,10
1991,40,0.304,288.26,72.22,26.06,49.14,10
1991,41,0.27,285.88,65.94,28.04,46.99,10
1991,42,0.234,283.04,58.07,38.64,48.35,10
1991,43,0.197,279.92,51.41,47.38,49.4,10
1991,44,0.16,276.98,44.03,46.76,45.39,10
1991,45,0.129,274.29,38.57,44.01,41.29,10
1991,46,0.107,272.61,36.91,36.9,36.91,10
1991,47,0.088,270.72,37.4,33.92,35.66,10
1991,48,0.073,268.68,35.97,34.26,35.11,10
1991,49,0.06,266.61,32.38,35.62,34.0,10
1991,50,0.054,265.17,32.95,33.78,33.37,10
1991,51,0.053,264.39,37.21,28.89,33.05,10
1991,52,0.049,263.85,37.83,27.73,32.78,10
1992,1,0.047,263.37,37.12,28.9,33.01,10
1992,2,0.046,263.33,36.45,30.83,33.64,10
1992,3,0.047,263.65,39.45,31.14,35.3,10
1992,4,0.048,264.36,40.89,30.53,35.71,10
1992,5,0.047,264.21,37.5,35.33,36.42,10
1992,6,0.048,264.51,33.59,39.38,36.48,10
1992,7,0.051,265.93,32.29,39.42,35.85,10
1992,8,0.056,268.01,33.26,39.16,36.21,10
